draw_no,draw_date,main,supp,powerball,source
2407,2004-08-14,23 32 36 38 41 42,7 30,,archive
2409,2004-08-21,5 6 10 16 36 42,15 22,,archive
2411,2004-08-28,21 22 35 40 42 45,27 33,,archive
2413,2004-09-04,3 9 23 32 33 37,24 35,,archive
2415,2004-09-11,2 6 28 35 36 42,29 32,,archive
2417,2004-09-18,19 22 25 26 36 43,12 28,,archive
2419,2004-09-25,1 2 14 35 36 39,13 42,,archive
2421,2004-10-02,11 19 21 23 25 27,1 43,,archive
2423,2004-10-09,7 22 32 33 40 43,1 5,,archive
2425,2004-10-16,2 14 15 20 29 30,28 34,,archive
2427,2004-10-23,4 14 17 20 31 38,1 23,,archive
2429,2004-10-30,5 12 21 36 40 41,2 43,,archive
2431,2004-11-06,3 8 9 36 38 41,2 30,,archive
2433,2004-11-13,4 12 18 28 30 36,8 10,,archive
2435,2004-11-20,6 9 12 17 22 32,20 23,,archive
2437,2004-11-27,12 15 21 25 32 40,14 43,,archive
2439,2004-12-04,14 21 28 29 36 44,11 12,,archive
2441,2004-12-11,21 22 29 38 40 44,35 39,,archive
2443,2004-12-18,11 16 31 34 44 45,1 38,,archive
2445,2004-12-25,3 8 23 25 28 42,1 21,,archive
2447,2004-12-31,4 7 8 10 21 25,9 37,,archive
2449,2005-01-08,10 17 18 19 29 39,15 37,,archive
2451,2005-01-15,1 18 23 28 32 33,3 40,,archive
2453,2005-01-22,2 4 5 17 31 36,9 41,,archive
2455,2005-01-29,13 20 21 34 42 45,2 31,,archive
2457,2005-02-05,3 12 14 19 23 28,24 31,,archive
2459,2005-02-12,4 10 13 19 30 40,22 39,,archive
2461,2005-02-19,4 6 7 35 38 41,5 43,,archive
2463,2005-02-26,1 2 6 24 26 36,11 45,,archive
2465,2005-03-05,13 15 37 39 42 45,12 23,,archive
2467,2005-03-12,6 7 17 24 31 38,32 36,,archive
2469,2005-03-19,1 15 19 20 25 41,11 24,,archive
2471,2005-03-26,13 18 19 23 28 32,6 8,,archive
2473,2005-04-02,9 10 18 19 30 45,20 29,,archive
2475,2005-04-09,6 7 14 15 34 43,22 35,,archive
2477,2005-04-16,7 11 26 34 35 45,27 44,,archive
2479,2005-04-23,18 22 26 31 34 43,14 42,,archive
2481,2005-04-30,14 17 31 33 34 36,25 27,,archive
2483,2005-05-07,3 7 13 33 36 45,17 27,,archive
2485,2005-05-14,2 7 27 37 38 39,15 41,,archive
2487,2005-05-21,6 21 22 29 40 41,7 8,,archive
2489,2005-05-28,6 12 15 25 34 45,23 40,,archive
2491,2005-06-04,13 15 21 33 35 37,5 9,,archive
2493,2005-06-11,3 4 5 23 28 42,12 41,,archive
2495,2005-06-18,8 9 13 15 31 43,39 44,,archive
2497,2005-06-25,6 12 27 32 34 37,25 42,,archive
2499,2005-07-02,3 19 26 37 39 45,32 44,,archive
2501,2005-07-09,3 4 10 33 44 45,13 26,,archive
2503,2005-07-16,3 11 12 13 32 34,14 33,,archive
2505,2005-07-23,7 8 11 16 23 42,15 43,,archive
2507,2005-07-30,1 7 10 22 26 40,35 45,,archive
2509,2005-08-06,2 6 8 23 28 40,34 35,,archive
2511,2005-08-13,5 33 38 39 40 42,35 43,,archive
2513,2005-08-20,19 24 25 27 28 36,10 40,,archive
2515,2005-08-27,5 13 24 25 27 39,29 43,,archive
2517,2005-09-03,13 19 23 33 40 41,1 10,,archive
2519,2005-09-10,3 13 24 36 39 40,17 34,,archive
2521,2005-09-17,8 12 17 21 36 39,4 33,,archive
2523,2005-09-24,4 5 8 13 24 35,12 21,,archive
2525,2005-10-01,13 16 24 27 35 36,38 40,,archive
2527,2005-10-08,1 5 11 12 17 34,29 42,,archive
2529,2005-10-15,2 7 8 12 22 36,19 44,,archive
2531,2005-10-22,2 14 15 37 39 44,18 34,,archive
2533,2005-10-29,1 13 23 27 33 44,18 20,,archive
2535,2005-11-05,8 9 25 26 30 32,5 21,,archive
2537,2005-11-12,7 11 12 18 19 20,15 41,,archive
2539,2005-11-19,19 20 21 26 27 40,15 31,,archive
2541,2005-11-26,11 22 32 33 37 38,7 19,,archive
2543,2005-12-03,4 6 17 20 21 38,22 45,,archive
2545,2005-12-10,1 6 10 29 36 41,21 37,,archive
2547,2005-12-17,2 4 13 19 20 41,22 29,,archive
2549,2005-12-24,5 9 20 23 26 35,28 31,,archive
2551,2005-12-31,9 12 15 20 39 43,14 25,,archive
2553,2006-01-07,8 12 14 28 32 36,23 45,,archive
2555,2006-01-14,3 11 19 26 42 44,20 39,,archive
2557,2006-01-21,12 17 21 29 31 42,32 43,,archive
2559,2006-01-28,2 13 24 28 31 40,7 21,,archive
2561,2006-02-04,5 15 21 27 37 43,16 42,,archive
2563,2006-02-11,12 16 21 24 28 42,6 43,,archive
2565,2006-02-18,11 21 22 25 32 45,5 44,,archive
2567,2006-02-25,5 8 21 22 32 41,23 28,,archive
2569,2006-03-04,11 29 32 33 42 43,10 23,,archive
2571,2006-03-11,4 6 21 23 28 43,2 15,,archive
2573,2006-03-18,18 24 25 36 40 41,9 14,,archive
2575,2006-03-25,8 14 17 30 31 34,6 40,,archive
2577,2006-04-01,4 8 14 16 35 45,26 44,,archive
2579,2006-04-08,3 7 10 11 21 32,34 36,,archive
2581,2006-04-15,3 17 18 19 23 36,20 29,,archive
2583,2006-04-22,10 12 13 20 37 38,33 34,,archive
2585,2006-04-29,18 19 25 32 37 39,15 27,,archive
2587,2006-05-06,18 23 29 32 38 42,9 30,,archive
2589,2006-05-13,2 9 14 18 25 40,15 44,,archive
2591,2006-05-20,8 10 37 38 39 44,6 22,,archive
2593,2006-05-27,9 12 18 24 33 43,35 45,,archive
2595,2006-06-03,2 21 33 40 41 42,28 43,,archive
2597,2006-06-10,2 5 16 25 40 42,33 43,,archive
2599,2006-06-17,3 11 15 22 27 38,14 44,,archive
2601,2006-06-24,3 7 8 13 14 23,19 31,,archive
2603,2006-07-01,3 14 33 42 44 45,12 39,,archive
2605,2006-07-08,6 11 15 21 32 36,16 18,,archive
2607,2006-07-15,11 22 23 24 38 39,14 21,,archive
2609,2006-07-22,14 22 29 30 39 41,6 21,,archive
2611,2006-07-29,5 7 16 26 27 37,1 14,,archive
2613,2006-08-05,1 10 19 33 37 41,6 23,,archive
2615,2006-08-12,2 6 14 21 24 45,15 25,,archive
2617,2006-08-19,3 22 34 35 39 40,27 33,,archive
2619,2006-08-26,6 7 25 33 35 45,4 41,,archive
2621,2006-09-02,17 20 37 40 42 45,21 36,,archive
2623,2006-09-09,3 9 17 22 23 37,26 31,,archive
2625,2006-09-16,12 23 31 33 34 38,6 27,,archive
2627,2006-09-23,6 12 13 34 38 41,10 14,,archive
2629,2006-09-30,7 19 26 35 41 42,30 37,,archive
2631,2006-10-07,1 6 8 13 18 40,15 29,,archive
2633,2006-10-14,3 6 12 27 42 45,10 23,,archive
2635,2006-10-21,9 19 22 24 29 31,16 34,,archive
2637,2006-10-28,4 15 18 34 35 36,3 10,,archive
2639,2006-11-04,1 6 7 15 19 21,37 45,,archive
2641,2006-11-11,6 22 32 33 36 37,1 11,,archive
2643,2006-11-18,21 22 24 37 38 43,14 40,,archive
2645,2006-11-25,2 7 14 26 37 40,25 45,,archive
2647,2006-12-02,11 14 16 23 33 41,26 43,,archive
2649,2006-12-09,1 4 7 25 36 41,6 31,,archive
2651,2006-12-16,9 11 17 26 27 37,43 44,,archive
2653,2006-12-23,2 15 18 29 32 43,23 34,,archive
2655,2006-12-30,2 4 9 21 28 36,23 45,,archive
2657,2007-01-06,4 21 22 24 25 26,7 38,,archive
2659,2007-01-13,4 12 13 16 33 42,20 44,,archive
2661,2007-01-20,4 5 20 24 25 33,22 35,,archive
2663,2007-01-27,1 10 14 16 32 34,8 27,,archive
2665,2007-02-03,5 6 7 18 21 25,13 14,,archive
2667,2007-02-10,5 11 16 22 25 27,21 32,,archive
2669,2007-02-17,3 5 12 16 27 30,28 36,,archive
2671,2007-02-24,9 17 20 38 44 45,8 36,,archive
2673,2007-03-03,3 10 11 17 32 44,25 39,,archive
2675,2007-03-10,7 10 12 18 31 39,37 44,,archive
2677,2007-03-17,1 2 23 27 34 42,28 40,,archive
2679,2007-03-24,8 11 15 23 38 41,1 35,,archive
2681,2007-03-31,2 5 7 8 23 36,17 19,,archive
2683,2007-04-07,4 11 17 41 43 45,6 44,,archive
2685,2007-04-14,19 23 33 38 42 45,7 24,,archive
2687,2007-04-21,3 4 6 18 24 38,7 29,,archive
2689,2007-04-28,2 10 19 20 25 27,17 23,,archive
2691,2007-05-05,3 17 29 31 32 35,16 39,,archive
2693,2007-05-12,11 12 26 32 38 39,15 37,,archive
2695,2007-05-19,15 17 18 27 28 29,7 23,,archive
2697,2007-05-26,2 9 25 29 42 44,34 38,,archive
2699,2007-06-02,19 21 23 25 40 42,11 33,,archive
2701,2007-06-09,8 11 14 17 18 44,3 7,,archive
2703,2007-06-16,7 8 9 21 31 41,34 36,,archive
2705,2007-06-23,1 18 23 36 37 38,22 45,,archive
2707,2007-06-30,6 10 11 16 26 33,3 28,,archive
2709,2007-07-07,12 20 23 30 32 39,2 10,,archive
2711,2007-07-14,11 18 21 30 32 36,4 9,,archive
2713,2007-07-21,1 3 5 10 22 43,2 23,,archive
2715,2007-07-28,2 6 16 21 38 42,22 28,,archive
2717,2007-08-04,8 12 21 25 27 33,35 45,,archive
2719,2007-08-11,9 17 18 20 27 41,7 10,,archive
2721,2007-08-18,2 6 9 17 32 40,39 43,,archive
2723,2007-08-25,3 4 5 12 28 31,11 34,,archive
2725,2007-09-01,1 11 15 25 43 45,9 24,,archive
2727,2007-09-08,18 27 33 34 38 41,11 31,,archive
2729,2007-09-15,1 17 29 30 39 44,4 11,,archive
2731,2007-09-22,7 16 19 22 23 34,25 41,,archive
2733,2007-09-29,7 15 18 25 34 42,1 28,,archive
2735,2007-10-06,6 18 22 33 38 45,11 41,,archive
2737,2007-10-13,6 10 14 23 34 36,2 12,,archive
2739,2007-10-20,5 17 19 20 38 40,9 42,,archive
2741,2007-10-27,9 23 26 34 40 44,1 41,,archive
2743,2007-11-03,14 16 32 34 40 43,10 19,,archive
2745,2007-11-10,5 6 16 22 24 36,7 42,,archive
2747,2007-11-17,5 6 20 23 25 35,28 30,,archive
2749,2007-11-24,2 6 10 20 31 41,12 19,,archive
2751,2007-12-01,1 6 16 19 38 44,8 17,,archive
2753,2007-12-08,16 17 28 37 42 43,13 41,,archive
2755,2007-12-15,1 7 8 35 37 41,5 23,,archive
2757,2007-12-22,3 22 26 27 29 30,11 21,,archive
2759,2007-12-29,2 21 22 26 39 45,5 11,,archive
2761,2008-01-05,4 7 13 21 29 38,8 34,,archive
2763,2008-01-12,3 15 24 35 41 42,11 16,,archive
2765,2008-01-19,3 19 22 29 37 43,12 15,,archive
2767,2008-01-26,4 12 19 24 35 40,26 29,,archive
2769,2008-02-02,12 26 30 31 40 42,2 4,,archive
2771,2008-02-09,9 10 21 26 28 31,12 14,,archive
2773,2008-02-16,1 9 13 19 24 41,34 38,,archive
2775,2008-02-23,21 24 34 39 42 43,4 28,,archive
2777,2008-03-01,5 15 18 19 21 30,33 34,,archive
2779,2008-03-08,3 11 31 35 41 44,40 45,,archive
2781,2008-03-15,6 10 26 35 39 43,21 27,,archive
2783,2008-03-22,3 10 21 27 29 36,20 44,,archive
2785,2008-03-29,5 8 17 29 32 40,2 38,,archive
2787,2008-04-05,3 5 13 26 29 32,8 43,,archive
2789,2008-04-12,20 21 31 32 38 39,2 11,,archive
2791,2008-04-19,18 23 25 33 37 43,12 15,,archive
2793,2008-04-26,4 30 34 35 38 41,6 10,,archive
2795,2008-05-03,7 18 22 24 41 43,2 3,,archive
2797,2008-05-10,1 3 6 21 22 40,4 24,,archive
2799,2008-05-17,6 10 11 15 28 39,5 43,,archive
2801,2008-05-24,15 30 32 33 34 45,41 44,,archive
2803,2008-05-31,6 7 9 12 32 45,5 30,,archive
2805,2008-06-07,2 12 20 27 30 31,8 32,,archive
2807,2008-06-14,3 4 8 34 35 44,2 6,,archive
2809,2008-06-21,3 12 17 24 37 44,21 36,,archive
2811,2008-06-28,3 10 11 37 40 44,26 36,,archive
2813,2008-07-05,3 9 20 31 40 45,8 44,,archive
2815,2008-07-12,27 29 37 38 39 45,36 44,,archive
2817,2008-07-19,8 9 33 34 40 43,11 32,,archive
2819,2008-07-26,8 14 22 24 25 30,10 38,,archive
2821,2008-08-02,3 9 14 24 40 42,28 36,,archive
2823,2008-08-09,12 26 34 40 43 45,21 29,,archive
2825,2008-08-16,2 5 18 24 36 42,35 38,,archive
2827,2008-08-23,7 8 13 23 28 40,34 37,,archive
2829,2008-08-30,1 4 10 27 33 44,13 31,,archive
2831,2008-09-06,5 11 29 31 32 42,6 39,,archive
2833,2008-09-13,9 11 20 30 41 45,6 40,,archive
2835,2008-09-20,4 7 19 22 25 28,14 18,,archive
2837,2008-09-27,4 9 10 11 21 28,7 33,,archive
2839,2008-10-04,19 24 27 36 40 43,11 42,,archive
2841,2008-10-11,10 15 17 18 20 31,27 37,,archive
2843,2008-10-18,1 9 12 30 38 42,14 26,,archive
2845,2008-10-25,21 22 24 30 32 45,1 38,,archive
2847,2008-11-01,5 11 21 23 30 35,17 39,,archive
2849,2008-11-08,7 11 14 25 31 32,6 26,,archive
2851,2008-11-15,14 22 28 34 39 40,18 33,,archive
2853,2008-11-22,1 11 15 28 35 39,24 33,,archive
2855,2008-11-29,6 18 30 37 43 44,11 23,,archive
2857,2008-12-06,1 2 10 15 17 21,16 28,,archive
2859,2008-12-13,7 10 11 21 34 40,3 22,,archive
2861,2008-12-20,18 20 22 27 28 40,8 24,,archive
2863,2008-12-27,6 16 24 26 36 41,25 43,,archive
2865,2009-01-03,17 25 28 34 37 45,8 23,,archive
2867,2009-01-10,8 12 16 19 22 42,28 40,,archive
2869,2009-01-17,4 9 27 37 42 45,18 36,,archive
2871,2009-01-24,18 24 31 32 41 44,4 14,,archive
2873,2009-01-31,4 5 15 18 30 34,8 13,,archive
2875,2009-02-07,2 5 18 20 27 37,6 43,,archive
2877,2009-02-14,5 6 20 23 24 26,28 29,,archive
2879,2009-02-21,8 10 13 17 26 33,6 35,,archive
2881,2009-02-28,17 21 22 24 28 34,6 35,,archive
2883,2009-03-07,2 6 12 34 39 41,28 36,,archive
2885,2009-03-14,6 17 20 26 38 41,3 13,,archive
2887,2009-03-21,3 13 18 19 29 38,9 12,,archive
2889,2009-03-28,5 21 22 25 27 38,8 43,,archive
2891,2009-04-04,1 8 34 37 38 42,23 40,,archive
2893,2009-04-11,1 2 10 27 41 43,42 44,,archive
2895,2009-04-18,3 5 8 14 30 34,6 9,,archive
2897,2009-04-25,3 13 17 32 38 44,43 45,,archive
2899,2009-05-02,1 5 38 41 42 45,14 32,,archive
2901,2009-05-09,8 13 14 22 24 31,2 40,,archive
2903,2009-05-16,3 14 15 19 25 44,16 26,,archive
2905,2009-05-23,6 8 18 25 27 37,10 28,,archive
2907,2009-05-30,6 26 33 34 40 45,1 22,,archive
2909,2009-06-06,19 20 31 36 43 45,34 35,,archive
2911,2009-06-13,13 19 22 29 36 42,23 45,,archive
2913,2009-06-20,1 15 17 33 34 37,32 44,,archive
2915,2009-06-27,9 14 20 24 25 38,5 26,,archive
2917,2009-07-04,1 13 25 38 43 45,6 10,,archive
2919,2009-07-11,5 9 20 29 33 37,12 24,,archive
2921,2009-07-18,2 5 6 8 12 13,14 40,,archive
2923,2009-07-25,5 14 16 25 35 38,36 39,,archive
2925,2009-08-01,5 16 24 27 28 40,8 29,,archive
2927,2009-08-08,14 19 29 33 39 40,16 22,,archive
2929,2009-08-15,1 18 28 30 37 43,2 11,,archive
2931,2009-08-22,7 11 32 37 38 40,16 24,,archive
2933,2009-08-29,4 23 30 35 36 43,15 18,,archive
2935,2009-09-05,9 11 20 29 34 39,31 36,,archive
2937,2009-09-12,4 21 30 35 42 43,31 45,,archive
2939,2009-09-19,2 20 24 29 33 41,13 19,,archive
2941,2009-09-26,1 7 13 16 30 40,22 23,,archive
2943,2009-10-03,3 16 18 32 39 42,19 40,,archive
2945,2009-10-10,2 6 13 14 25 32,31 33,,archive
2947,2009-10-17,2 10 22 24 26 44,5 31,,archive
2949,2009-10-24,2 14 16 23 34 39,12 17,,archive
2951,2009-10-31,6 24 29 30 37 44,9 35,,archive
2953,2009-11-07,1 14 21 29 33 36,4 25,,archive
2955,2009-11-14,2 9 13 23 26 36,16 25,,archive
2957,2009-11-21,4 16 19 23 28 44,33 41,,archive
2959,2009-11-28,11 19 28 36 37 40,17 29,,archive
2961,2009-12-05,1 10 26 31 32 44,38 45,,archive
2963,2009-12-12,1 2 24 25 31 34,23 44,,archive
2965,2009-12-19,2 3 5 7 9 23,26 41,,archive
2967,2009-12-26,6 9 11 24 28 42,36 37,,archive
2969,2010-01-02,5 12 16 33 34 42,30 32,,archive
2971,2010-01-09,6 8 18 20 36 45,29 39,,archive
2973,2010-01-16,14 27 32 33 36 41,6 35,,archive
2975,2010-01-23,8 13 15 18 29 38,1 36,,archive
2977,2010-01-30,12 13 15 21 22 43,11 42,,archive
2979,2010-02-06,8 11 23 25 27 42,20 33,,archive
2981,2010-02-13,1 7 14 34 41 45,15 21,,archive
2983,2010-02-20,1 13 18 33 36 37,11 22,,archive
2985,2010-02-27,20 26 29 31 33 40,12 30,,archive
2987,2010-03-06,4 18 21 24 28 41,33 34,,archive
2989,2010-03-13,7 17 24 31 42 43,35 36,,archive
2991,2010-03-20,10 12 15 26 29 40,3 39,,archive
2993,2010-03-27,9 13 16 23 27 33,21 42,,archive
2995,2010-04-03,12 18 21 22 33 38,2 28,,archive
2997,2010-04-10,15 17 27 33 40 43,24 44,,archive
2999,2010-04-17,5 6 22 32 36 43,25 34,,archive
3001,2010-04-24,4 5 12 18 20 25,7 37,,archive
3003,2010-05-01,20 24 25 29 31 34,5 44,,archive
3005,2010-05-08,7 21 34 39 42 43,3 4,,archive
3007,2010-05-15,4 6 13 15 18 35,8 16,,archive
3009,2010-05-22,7 8 16 17 27 40,11 43,,archive
3011,2010-05-29,2 12 19 22 30 40,11 39,,archive
3013,2010-06-05,5 13 24 26 28 41,20 25,,archive
3015,2010-06-12,1 7 11 21 23 43,20 35,,archive
3017,2010-06-19,5 11 13 16 25 29,37 43,,archive
3019,2010-06-26,2 5 10 22 37 38,21 23,,archive
3021,2010-07-03,1 6 10 15 26 40,4 36,,archive
3023,2010-07-10,17 23 30 38 40 42,15 24,,archive
3025,2010-07-17,2 11 17 19 39 40,14 20,,archive
3027,2010-07-24,6 13 16 24 30 33,34 43,,archive
3029,2010-07-31,4 14 25 35 41 43,6 28,,archive
3031,2010-08-07,5 28 35 39 40 41,21 36,,archive
3033,2010-08-14,2 12 13 29 31 40,21 25,,archive
3035,2010-08-21,1 8 11 16 31 38,15 33,,archive
3037,2010-08-28,3 9 11 29 30 34,10 38,,archive
3039,2010-09-04,1 20 28 35 36 44,3 21,,archive
3041,2010-09-11,5 11 15 36 42 44,1 4,,archive
3043,2010-09-18,7 18 31 35 40 44,15 38,,archive
3045,2010-09-25,12 22 24 26 31 38,19 29,,archive
3047,2010-10-02,8 9 29 33 37 42,1 3,,archive
3049,2010-10-09,1 11 24 26 32 36,8 14,,archive
3051,2010-10-16,15 19 28 36 39 41,11 34,,archive
3053,2010-10-23,12 23 31 34 39 43,1 9,,archive
3055,2010-10-30,4 6 7 27 31 45,15 20,,archive
3057,2010-11-06,15 24 25 28 30 39,7 45,,archive
3059,2010-11-13,14 15 26 27 35 41,23 38,,archive
3061,2010-11-20,7 19 21 25 38 42,27 32,,archive
3063,2010-11-27,2 12 15 24 35 37,5 40,,archive
3065,2010-12-04,9 10 12 13 39 43,1 31,,archive
3067,2010-12-11,10 16 18 26 32 33,12 19,,archive
3069,2010-12-18,4 13 25 26 42 44,15 22,,archive
3071,2010-12-25,4 11 12 22 29 38,30 41,,archive
3073,2010-12-31,10 11 13 19 24 41,3 17,,archive
3075,2011-01-08,5 6 19 23 35 38,18 22,,archive
3077,2011-01-15,10 12 23 26 27 31,4 24,,archive
3079,2011-01-22,3 15 17 21 34 43,16 41,,archive
3081,2011-01-29,2 11 15 19 20 25,1 13,,archive
3083,2011-02-05,5 11 19 30 42 45,18 24,,archive
3085,2011-02-12,4 9 10 26 38 44,23 40,,archive
3087,2011-02-19,1 5 14 23 41 45,2 8,,archive
3089,2011-02-26,1 4 21 23 24 43,10 32,,archive
3091,2011-03-05,12 19 22 26 32 33,1 8,,archive
3093,2011-03-12,4 13 17 21 38 40,18 32,,archive
3095,2011-03-19,2 6 7 8 18 21,11 24,,archive
3097,2011-03-26,1 14 23 34 41 42,27 37,,archive
3099,2011-04-02,10 14 24 30 40 41,2 8,,archive
3101,2011-04-09,3 4 11 13 41 45,8 39,,archive
3103,2011-04-16,1 14 18 22 23 29,28 39,,archive
3105,2011-04-23,5 10 13 25 32 37,24 41,,archive
3107,2011-04-30,1 7 15 33 35 40,39 45,,archive
3109,2011-05-07,12 24 26 28 39 44,4 36,,archive
3111,2011-05-14,4 10 18 22 31 45,24 40,,archive
3113,2011-05-21,8 13 15 19 27 43,16 34,,archive
3115,2011-05-28,1 9 11 13 33 35,22 30,,archive
3117,2011-06-04,1 19 22 23 27 45,3 38,,archive
3119,2011-06-11,3 11 17 30 36 38,15 42,,archive
3121,2011-06-18,1 6 14 19 32 42,10 34,,archive
3123,2011-06-25,10 11 12 15 22 28,5 13,,archive
3125,2011-07-02,6 10 14 17 39 40,3 5,,archive
3127,2011-07-09,15 32 34 36 41 45,39 40,,archive
3129,2011-07-16,11 16 17 29 35 38,24 34,,archive
3131,2011-07-23,1 4 22 24 31 33,6 10,,archive
3133,2011-07-30,2 5 9 16 23 31,34 38,,archive
3135,2011-08-06,4 6 9 27 39 43,16 34,,archive
3137,2011-08-13,8 13 15 22 33 34,10 41,,archive
3139,2011-08-20,3 24 26 30 32 39,4 8,,archive
3141,2011-08-27,4 8 16 32 33 34,26 29,,archive
3143,2011-09-03,1 7 21 22 23 27,29 40,,archive
3145,2011-09-10,10 20 21 25 38 39,4 43,,archive
3147,2011-09-17,8 10 12 21 37 42,33 40,,archive
3149,2011-09-24,7 10 11 14 37 39,20 40,,archive
3151,2011-10-01,19 25 30 38 42 44,4 20,,archive
3153,2011-10-08,7 18 22 37 38 39,23 27,,archive
3155,2011-10-15,8 12 18 21 24 30,33 37,,archive
3157,2011-10-22,7 19 28 29 43 45,24 27,,archive
3159,2011-10-29,11 12 15 20 32 33,14 19,,archive
3161,2011-11-05,2 6 12 18 44 45,28 32,,archive
3163,2011-11-12,4 5 10 17 22 40,8 38,,archive
3165,2011-11-19,9 18 23 24 33 36,4 34,,archive
3167,2011-11-26,9 12 22 28 41 42,24 27,,archive
3169,2011-12-03,2 9 13 18 26 44,1 7,,archive
3171,2011-12-10,9 18 29 32 33 41,27 45,,archive
3173,2011-12-17,6 11 12 24 26 36,27 43,,archive
3175,2011-12-24,1 4 7 9 12 30,28 41,,archive
3177,2011-12-31,7 8 28 33 38 41,4 37,,archive
3179,2012-01-07,19 29 30 33 44 45,6 13,,archive
3181,2012-01-14,13 16 18 19 23 28,8 37,,archive
3183,2012-01-21,2 9 14 22 31 33,12 30,,archive
3185,2012-01-28,22 28 31 32 40 43,26 37,,archive
3187,2012-02-04,3 10 20 28 40 41,11 17,,archive
3189,2012-02-11,3 13 17 21 25 35,4 9,,archive
3191,2012-02-18,3 13 14 32 37 38,17 29,,archive
3193,2012-02-25,12 14 18 19 30 38,29 42,,archive
3195,2012-03-03,4 5 11 12 14 31,6 16,,archive
3197,2012-03-10,20 21 26 32 41 43,6 22,,archive
3199,2012-03-17,4 10 21 30 41 42,27 34,,archive
3201,2012-03-24,17 27 29 39 42 45,8 10,,archive
3203,2012-03-31,2 6 26 29 41 43,1 7,,archive
3205,2012-04-07,17 26 27 28 30 38,7 23,,archive
3207,2012-04-14,7 8 13 18 25 43,4 17,,archive
3209,2012-04-21,1 2 15 16 21 28,35 40,,archive
3211,2012-04-28,4 5 12 23 31 33,3 9,,archive
3213,2012-05-05,7 9 12 15 27 40,4 11,,archive
3215,2012-05-12,1 2 14 16 19 45,23 30,,archive
3217,2012-05-19,9 12 28 29 32 41,2 21,,archive
3219,2012-05-26,10 13 22 36 37 38,28 42,,archive
3221,2012-06-02,6 17 18 31 36 43,13 33,,archive
3223,2012-06-09,1 4 16 26 27 32,31 40,,archive
3225,2012-06-16,16 18 25 35 36 40,2 21,,archive
3227,2012-06-23,2 16 19 29 30 31,10 11,,archive
3229,2012-06-30,8 30 32 33 37 40,14 34,,archive
3231,2012-07-07,2 15 21 31 37 38,6 29,,archive
3233,2012-07-14,17 30 36 41 42 45,20 35,,archive
3235,2012-07-21,3 6 7 9 23 43,14 25,,archive
3237,2012-07-28,1 27 28 33 37 42,17 29,,archive
3239,2012-08-04,16 19 20 37 39 43,3 27,,archive
3241,2012-08-11,21 22 27 31 32 38,10 16,,archive
3243,2012-08-18,10 11 15 30 34 36,16 19,,archive
3245,2012-08-25,4 17 21 27 28 30,8 25,,archive
3247,2012-09-01,9 19 24 28 29 31,5 15,,archive
3249,2012-09-08,4 5 7 15 35 38,1 30,,archive
3251,2012-09-15,2 11 19 23 32 34,10 39,,archive
3253,2012-09-22,1 17 19 32 34 45,22 38,,archive
3255,2012-09-29,9 10 16 25 32 34,40 44,,archive
3257,2012-10-06,18 20 23 32 40 42,3 33,,archive
3259,2012-10-13,2 11 13 15 26 40,30 32,,archive
3261,2012-10-20,10 25 26 27 32 35,12 16,,archive
3263,2012-10-27,5 6 25 33 34 44,23 31,,archive
3265,2012-11-03,7 12 20 31 38 43,6 25,,archive
3267,2012-11-10,1 4 25 27 40 41,26 37,,archive
3269,2012-11-17,5 8 11 20 29 33,28 38,,archive
3271,2012-11-24,17 26 30 32 42 43,6 12,,archive
3273,2012-12-01,11 17 25 30 40 41,32 42,,archive
3275,2012-12-08,6 13 16 33 36 41,4 15,,archive
3277,2012-12-15,5 7 9 16 20 41,6 11,,archive
3279,2012-12-22,1 4 10 17 29 45,5 38,,archive
3281,2012-12-29,7 14 15 25 35 37,3 20,,archive
3283,2013-01-05,20 28 30 31 32 37,1 34,,archive
3285,2013-01-12,2 6 11 15 31 34,16 30,,archive
3287,2013-01-19,4 11 14 16 19 25,18 34,,archive
3289,2013-01-26,6 12 25 36 39 43,8 18,,archive
3291,2013-02-02,5 18 29 31 44 45,12 38,,archive
3293,2013-02-09,8 29 30 33 36 41,9 23,,archive
3295,2013-02-16,1 6 16 17 18 34,13 33,,archive
3297,2013-02-23,6 8 13 29 34 39,9 20,,archive
3299,2013-03-02,11 13 18 20 42 43,12 30,,archive
3301,2013-03-09,7 10 12 28 44 45,3 35,,archive
3303,2013-03-16,4 24 25 29 32 43,26 38,,archive
3305,2013-03-23,2 3 12 13 16 30,5 17,,archive
3307,2013-03-30,4 29 33 40 41 43,2 3,,archive
3309,2013-04-06,19 20 21 23 25 43,2 8,,archive
3311,2013-04-13,2 4 6 9 37 44,18 23,,archive
3313,2013-04-20,7 10 28 34 41 44,8 14,,archive
3315,2013-04-27,8 15 18 33 40 43,14 25,,archive
3317,2013-05-04,2 12 13 20 30 35,1 7,,archive
3319,2013-05-11,16 30 32 35 38 41,39 45,,archive
3321,2013-05-18,3 6 14 16 25 31,9 35,,archive
3323,2013-05-25,1 15 16 20 31 36,2 38,,archive
3325,2013-06-01,12 15 30 37 40 44,16 45,,archive
3327,2013-06-08,7 8 10 25 28 42,35 39,,archive
3329,2013-06-15,1 4 15 16 17 21,40 42,,archive
3331,2013-06-22,13 17 18 20 21 43,5 36,,archive
3333,2013-06-29,11 22 25 26 31 42,1 8,,archive
3335,2013-07-06,3 8 19 26 29 43,7 11,,archive
